Sample,Relative_Sensitivity_Score,type
TCGA.86.8671.01,2.22425671,LUAD
TCGA.86.8281.01,2.696962293,LUAD
TCGA.86.7954.01,2.503800926,LUAD
TCGA.86.8279.01,2.265548725,LUAD
TCGA.62.8398.01,3.278779985,LUAD
TCGA.78.7160.01,2.637600483,LUAD
TCGA.05.5425.01,3.084072105,LUAD
TCGA.55.7724.01,2.525335926,LUAD
TCGA.69.7974.01,3.943385925,LUAD
TCGA.05.4415.01,4.206182153,LUAD
TCGA.50.6597.01,3.728072214,LUAD
TCGA.86.8668.01,2.502101405,LUAD
TCGA.05.5715.01,3.328820173,LUAD
TCGA.95.7567.01,3.528637353,LUAD
TCGA.55.7227.01,2.858485365,LUAD
TCGA.91.A4BC.01,1.968906876,LUAD
TCGA.91.A4BD.01,4.026241466,LUAD
TCGA.50.5066.02,2.189470705,LUAD
TCGA.55.7725.01,3.103596777,LUAD
TCGA.55.A492.01,2.919843037,LUAD
TCGA.86.8280.01,2.291825377,LUAD
TCGA.67.3774.01,2.705177834,LUAD
TCGA.69.8253.01,3.480226915,LUAD
TCGA.50.6590.01,4.255954809,LUAD
TCGA.49.4490.01,2.900666911,LUAD
TCGA.91.6847.01,2.558565636,LUAD
TCGA.50.5944.01,3.048069628,LUAD
TCGA.78.7633.01,2.766431862,LUAD
TCGA.49.6745.01,3.137550006,LUAD
TCGA.49.AAR2.01,2.271453638,LUAD
TCGA.55.7913.01,2.903966426,LUAD
TCGA.NJ.A4YP.01,2.91428872,LUAD
TCGA.05.4410.01,3.267730179,LUAD
TCGA.97.7547.01,2.790455259,LUAD
TCGA.50.6593.01,3.042568033,LUAD
TCGA.55.6712.01,3.576193032,LUAD
TCGA.55.6981.01,3.661907974,LUAD
TCGA.91.8497.01,1.453880611,LUAD
TCGA.97.A4M6.01,2.756774867,LUAD
TCGA.MN.A4N1.01,3.249960657,LUAD
TCGA.L9.A5IP.01,4.529484135,LUAD
TCGA.62.A46S.01,2.538472292,LUAD
TCGA.64.5778.01,3.703455274,LUAD
TCGA.53.7813.01,2.142556539,LUAD
TCGA.55.8205.01,2.81213791,LUAD
TCGA.78.7167.01,2.750428902,LUAD
TCGA.78.7148.01,3.131726642,LUAD
TCGA.86.8055.01,2.616499711,LUAD
TCGA.55.8511.01,3.586211242,LUAD
TCGA.J2.8192.01,2.44952422,LUAD
TCGA.86.8585.01,3.305792979,LUAD
TCGA.55.6983.01,2.006870129,LUAD
TCGA.44.7662.01,3.53305321,LUAD
TCGA.55.7816.01,1.842129317,LUAD
TCGA.78.7153.01,2.387711878,LUAD
TCGA.69.7980.01,3.345705415,LUAD
TCGA.49.AARN.01,2.699909158,LUAD
TCGA.62.A470.01,1.932829181,LUAD
TCGA.62.8402.01,2.687186436,LUAD
TCGA.44.7660.01,1.566693687,LUAD
TCGA.69.A59K.01,2.152098421,LUAD
TCGA.75.5146.01,2.455633572,LUAD
TCGA.55.7903.01,3.689607723,LUAD
TCGA.05.4430.01,2.460277539,LUAD
TCGA.86.8073.01,2.981690638,LUAD
TCGA.55.6982.01,3.1452061,LUAD
TCGA.50.5939.01,4.168129589,LUAD
TCGA.MP.A4TD.01,2.130776487,LUAD
TCGA.55.1592.01,2.138184273,LUAD
TCGA.49.AAR3.01,3.927690473,LUAD
TCGA.55.8514.01,2.002738795,LUAD
TCGA.44.5644.01,1.172269416,LUAD
TCGA.97.A4M5.01,2.453797834,LUAD
TCGA.78.8648.01,2.075723113,LUAD
TCGA.50.5931.01,1.378939207,LUAD
TCGA.78.7542.01,3.328865739,LUAD
TCGA.NJ.A55O.01,2.400303248,LUAD
TCGA.78.7143.01,3.128084343,LUAD
TCGA.78.7537.01,1.928195866,LUAD
TCGA.44.A479.01,1.464083963,LUAD
TCGA.44.6776.01,2.950146613,LUAD
TCGA.78.7158.01,2.219694846,LUAD
TCGA.05.4417.01,2.409871569,LUAD
TCGA.50.5066.01,3.224685471,LUAD
TCGA.55.8087.01,2.453716779,LUAD
TCGA.S2.AA1A.01,1.925611504,LUAD
TCGA.91.6848.01,2.111364459,LUAD
TCGA.55.7573.01,1.96451778,LUAD
TCGA.50.5936.01,3.470434383,LUAD
TCGA.50.5946.02,1.427106244,LUAD
TCGA.05.4427.01,2.481356346,LUAD
TCGA.75.6205.01,3.540335243,LUAD
TCGA.78.7161.01,2.30324455,LUAD
TCGA.49.4488.01,3.532170842,LUAD
TCGA.93.7347.01,2.9749555,LUAD
TCGA.86.8074.01,3.354959692,LUAD
TCGA.44.7672.01,3.022602677,LUAD
TCGA.55.1594.01,1.544708068,LUAD
TCGA.38.4630.01,1.378410391,LUAD
TCGA.75.6212.01,3.132237152,LUAD
TCGA.78.8655.01,3.469707482,LUAD
TCGA.73.4666.01,3.568247136,LUAD
TCGA.MP.A4SV.01,2.199029888,LUAD
TCGA.55.7911.01,3.262361351,LUAD
TCGA.80.5608.01,2.57883824,LUAD
TCGA.93.8067.01,3.726578196,LUAD
TCGA.49.AARR.01,2.016157348,LUAD
TCGA.78.7154.01,2.960656597,LUAD
TCGA.67.3771.01,1.617110293,LUAD
TCGA.05.4382.01,2.880146899,LUAD
TCGA.44.A47G.01,3.485412266,LUAD
TCGA.69.7765.01,2.479434841,LUAD
TCGA.55.1595.01,2.630636982,LUAD
TCGA.NJ.A4YG.01,3.090019426,LUAD
TCGA.55.6986.01,3.182205557,LUAD
TCGA.97.A4LX.01,2.558719686,LUAD
TCGA.50.6592.01,3.641162577,LUAD
TCGA.50.6591.01,0.581321213,LUAD
TCGA.91.6830.01,2.850287366,LUAD
TCGA.97.8547.01,3.66128809,LUAD
TCGA.50.5942.01,2.859831752,LUAD
TCGA.38.4632.01,3.988842925,LUAD
TCGA.78.8660.01,3.493352948,LUAD
TCGA.50.6594.01,3.688469275,LUAD
TCGA.50.5072.01,3.590960884,LUAD
TCGA.91.6831.01,1.850403148,LUAD
TCGA.64.1680.01,3.681489221,LUAD
TCGA.53.7626.01,2.580024181,LUAD
TCGA.95.A4VK.01,3.638877147,LUAD
TCGA.MP.A4T4.01,3.080463721,LUAD
TCGA.35.4122.01,3.576944284,LUAD
TCGA.86.8673.01,3.217668683,LUAD
TCGA.62.A46R.01,3.219403746,LUAD
TCGA.97.8179.01,2.82033883,LUAD
TCGA.J2.A4AE.01,2.486667822,LUAD
TCGA.50.5946.01,1.933718426,LUAD
TCGA.55.A48Z.01,2.472439546,LUAD
TCGA.50.5044.01,3.692668372,LUAD
TCGA.38.4629.01,3.790847399,LUAD
TCGA.55.8508.01,2.396082572,LUAD
TCGA.67.3770.01,3.246895171,LUAD
TCGA.NJ.A4YI.01,2.990948937,LUAD
TCGA.55.8616.01,3.130118318,LUAD
TCGA.95.7043.01,2.669885467,LUAD
TCGA.55.A57B.01,1.688285408,LUAD
TCGA.50.8460.01,2.955758412,LUAD
TCGA.78.7146.01,4.409836005,LUAD
TCGA.93.A4JP.01,2.6079699,LUAD
TCGA.93.7348.01,2.405293215,LUAD
TCGA.91.6849.01,3.880258643,LUAD
TCGA.69.7760.01,2.82189408,LUAD
TCGA.62.8399.01,2.4010937,LUAD
TCGA.55.6543.01,3.223422483,LUAD
TCGA.91.6828.01,2.206231006,LUAD
TCGA.75.5126.01,3.617336049,LUAD
TCGA.78.7535.01,3.523792638,LUAD
TCGA.55.1596.01,3.03467494,LUAD
TCGA.55.6975.01,3.659060917,LUAD
TCGA.05.4397.01,2.524909153,LUAD
TCGA.55.A494.01,2.629195862,LUAD
TCGA.05.4425.01,3.679237791,LUAD
TCGA.69.8255.01,2.672966679,LUAD
TCGA.35.3615.01,3.049648853,LUAD
TCGA.55.6972.01,2.68042338,LUAD
TCGA.05.4426.01,3.396903294,LUAD
TCGA.56.7731.01,2.657943398,LUSC
TCGA.O2.A52N.01,2.613263718,LUSC
TCGA.34.5236.01,2.092030105,LUSC
TCGA.66.2792.01,2.190920209,LUSC
TCGA.21.1078.01,2.53171927,LUSC
TCGA.63.A5MU.01,2.795147819,LUSC
TCGA.NC.A5HR.01,2.54283047,LUSC
TCGA.34.5927.01,0.697685998,LUSC
TCGA.85.8352.01,1.89399441,LUSC
TCGA.37.4133.01,3.391505619,LUSC
TCGA.33.4532.01,1.528873325,LUSC
TCGA.66.2778.01,3.610944584,LUSC
TCGA.56.5897.01,2.499520259,LUSC
TCGA.37.5819.01,0.275461644,LUSC
TCGA.60.2716.01,1.712311236,LUSC
TCGA.96.7544.01,2.069659885,LUSC
TCGA.22.5477.01,1.156961878,LUSC
TCGA.94.7557.01,2.396930617,LUSC
TCGA.MF.A522.01,3.56766476,LUSC
TCGA.21.5784.01,3.318909415,LUSC
TCGA.85.A50Z.01,2.827582776,LUSC
TCGA.63.A5MH.01,1.049011087,LUSC
TCGA.6A.AB49.01,4.497077284,LUSC
TCGA.22.5473.01,2.079340697,LUSC
TCGA.34.2596.01,1.075881536,LUSC
TCGA.34.5929.01,1.156499817,LUSC
TCGA.85.6561.01,2.551070654,LUSC
TCGA.46.3767.01,2.099877638,LUSC
TCGA.39.5030.01,1.459472589,LUSC
TCGA.43.7657.01,1.451645287,LUSC
TCGA.63.7021.01,2.625879262,LUSC
TCGA.33.4589.01,5.033437288,LUSC
TCGA.66.2759.01,2.902166676,LUSC
TCGA.66.2734.01,3.166736076,LUSC
TCGA.66.2783.01,2.320061026,LUSC
TCGA.37.3792.01,4.373329378,LUSC
TCGA.22.5483.01,1.108042851,LUSC
TCGA.56.A62T.01,1.806329097,LUSC
TCGA.85.8277.01,2.920750451,LUSC
TCGA.60.2696.01,3.668317788,LUSC
TCGA.60.2721.01,1.709698216,LUSC
TCGA.98.8020.01,2.682768885,LUSC
TCGA.66.2768.01,3.600286562,LUSC
TCGA.90.A4EE.01,1.428387478,LUSC
TCGA.22.1011.01,2.396562765,LUSC
TCGA.39.5028.01,3.330730935,LUSC
TCGA.77.A5G7.01,2.747366247,LUSC
TCGA.22.4601.01,2.161132842,LUSC
TCGA.85.8070.01,1.700316996,LUSC
TCGA.56.8628.01,1.853856346,LUSC
TCGA.63.6202.01,3.366888559,LUSC
TCGA.77.7335.01,2.18836004,LUSC
TCGA.NC.A5HP.01,2.257009105,LUSC
TCGA.56.A4BW.01,2.759218513,LUSC
TCGA.66.2769.01,1.870612557,LUSC
TCGA.NK.A5CT.01,4.159058868,LUSC
TCGA.77.8144.01,3.322556486,LUSC
TCGA.NC.A5HJ.01,1.691255685,LUSC
TCGA.NC.A5HQ.01,2.74314617,LUSC
TCGA.63.A5MB.01,1.783753262,LUSC
TCGA.66.2770.01,2.223466468,LUSC
TCGA.52.7811.01,3.215497695,LUSC
TCGA.56.7222.01,3.339624381,LUSC
TCGA.66.2767.01,2.617954891,LUSC
TCGA.NC.A5HD.01,3.020747527,LUSC
TCGA.66.2795.01,2.702267354,LUSC
TCGA.98.8023.01,2.455063625,LUSC
TCGA.90.7964.01,2.929261129,LUSC
TCGA.63.A5MS.01,1.375534474,LUSC
TCGA.85.7699.01,1.579095851,LUSC
TCGA.22.5482.01,2.383039446,LUSC
TCGA.58.8388.01,0.813782848,LUSC
TCGA.85.7696.01,2.232538457,LUSC
TCGA.34.5239.01,2.081906561,LUSC
TCGA.O2.A5IB.01,0.038640947,LUSC
TCGA.56.8629.01,2.555986716,LUSC
TCGA.85.8276.01,1.558834958,LUSC
TCGA.22.5480.01,0.729176939,LUSC
TCGA.68.A59I.01,1.1333784,LUSC
TCGA.77.8128.01,1.601372045,LUSC
TCGA.37.A5EN.01,1.93222184,LUSC
TCGA.21.5783.01,0.891421006,LUSC
TCGA.18.3407.01,2.000720642,LUSC
TCGA.51.4081.01,2.194805395,LUSC
TCGA.22.4591.01,1.919181981,LUSC
TCGA.33.AASJ.01,3.140978997,LUSC
TCGA.37.4141.01,1.218907878,LUSC
TCGA.68.7757.01,1.863877782,LUSC
TCGA.39.5040.01,2.130930635,LUSC
TCGA.22.4596.01,3.303211494,LUSC
TCGA.46.3768.01,2.548816892,LUSC
TCGA.85.A511.01,2.371045816,LUSC
TCGA.94.A5I6.01,1.723993182,LUSC
TCGA.66.2742.01,2.859245127,LUSC
TCGA.43.A56V.01,2.35593973,LUSC
TCGA.18.3416.01,2.684773562,LUSC
TCGA.37.4130.01,1.708666429,LUSC
TCGA.56.8623.01,2.485063224,LUSC
TCGA.NC.A5HG.01,3.295766308,LUSC
TCGA.22.4609.01,2.410774244,LUSC
TCGA.85.8580.01,2.188958176,LUSC
TCGA.56.6546.01,1.339055365,LUSC
TCGA.18.3421.01,2.471108656,LUSC
TCGA.77.6842.01,1.667235636,LUSC
TCGA.77.8138.01,3.020251856,LUSC
TCGA.33.AASL.01,3.064793896,LUSC
TCGA.22.4613.01,1.974251685,LUSC
TCGA.58.A46N.01,1.639880215,LUSC
TCGA.66.2758.01,2.040559453,LUSC
TCGA.66.2791.01,2.195964314,LUSC
TCGA.22.5479.01,2.636184286,LUSC
TCGA.18.3408.01,2.384589404,LUSC
TCGA.33.4583.01,2.807470772,LUSC
TCGA.18.3412.01,3.044763846,LUSC
TCGA.63.5128.01,1.372339626,LUSC
TCGA.56.5898.01,2.296357492,LUSC
TCGA.39.5019.01,2.559453106,LUSC
TCGA.O2.A52V.01,2.313164094,LUSC
TCGA.66.2765.01,3.56671069,LUSC
TCGA.O2.A52S.01,1.877221989,LUSC
TCGA.56.8305.01,2.38687758,LUSC
TCGA.NK.A5CR.01,2.021831155,LUSC
TCGA.52.7809.01,0.538644297,LUSC
TCGA.60.2709.01,1.734044445,LUSC
TCGA.85.8072.01,2.658439044,LUSC
TCGA.60.2724.01,2.812657075,LUSC
TCGA.43.6773.01,2.91094194,LUSC
TCGA.63.A5MT.01,3.631209618,LUSC
TCGA.46.6025.01,3.505783295,LUSC
TCGA.60.2695.01,0.330156299,LUSC
TCGA.37.4129.01,-2.171349845,LUSC
TCGA.43.3920.01,2.016090681,LUSC
TCGA.39.5039.01,2.93364981,LUSC
TCGA.77.8154.01,2.504864124,LUSC
TCGA.60.2697.01,2.498222954,LUSC
TCGA.46.3765.01,2.811851322,LUSC
TCGA.43.6143.01,0.64128286,LUSC
TCGA.56.7223.01,0.150084991,LUSC
TCGA.NC.A5HT.01,1.714363112,LUSC
TCGA.L3.A4E7.01,2.528456514,LUSC
TCGA.66.2789.01,2.010154973,LUSC
TCGA.39.5011.01,3.826293713,LUSC
TCGA.39.5021.01,1.950489157,LUSC
TCGA.NC.A5HI.01,2.436874766,LUSC
TCGA.56.7730.01,2.206880961,LUSC
TCGA.85.7698.01,1.862583181,LUSC
TCGA.18.3414.01,2.328751147,LUSC
TCGA.56.8624.01,1.131199725,LUSC
TCGA.77.A5GF.01,1.916204326,LUSC
TCGA.96.7545.01,2.485360259,LUSC
TCGA.21.1083.01,2.717702414,LUSC
TCGA.34.8454.01,3.414800554,LUSC
TCGA.77.7139.01,1.764591236,LUSC
TCGA.37.4132.01,0.065477816,LUSC
TCGA.XC.AA0X.01,2.774273672,LUSC
TCGA.63.A5MR.01,3.031408695,LUSC
TCGA.77.A5GH.01,1.601827486,LUSC
TCGA.21.5786.01,1.734877999,LUSC
TCGA.85.7950.01,0.824845372,LUSC
TCGA.39.5024.01,3.269420609,LUSC
TCGA.94.A5I4.01,2.597424708,LUSC
TCGA.18.3409.01,1.101279376,LUSC
TCGA.66.2766.01,2.828609105,LUSC
TCGA.85.8048.01,2.041292445,LUSC
TCGA.34.8455.01,3.25471944,LUSC
TCGA.66.2744.01,2.87577258,LUSC
TCGA.77.8007.01,3.637175643,LUSC
TCGA.56.A4ZK.01,2.450424392,LUSC
TCGA.56.7823.01,2.031283697,LUSC
TCGA.85.8666.01,3.098722978,LUSC
TCGA.92.8065.01,3.266558485,LUSC
TCGA.33.AASD.01,2.792529558,LUSC
TCGA.43.5668.01,2.150462045,LUSC
TCGA.22.5474.01,2.333064029,LUSC
TCGA.85.A4CN.01,1.59910099,LUSC
TCGA.77.8130.01,2.905153792,LUSC
TCGA.85.8287.01,1.093164959,LUSC
TCGA.43.6770.01,1.88977707,LUSC
TCGA.85.8052.01,1.79366698,LUSC
TCGA.90.6837.01,2.982232092,LUSC
TCGA.33.4582.01,2.467731692,LUSC
TCGA.43.2578.01,1.239673795,LUSC
TCGA.85.8481.01,3.341362469,LUSC
TCGA.60.2714.01,4.119004473,LUSC
TCGA.O2.A52Q.01,4.917090688,LUSC
TCGA.66.2800.01,1.749798095,LUSC
TCGA.66.2727.01,2.132440136,LUSC
TCGA.77.8153.01,1.806871849,LUSC
TCGA.60.2711.01,1.617463557,LUSC
TCGA.92.7340.01,2.934738054,LUSC
TCGA.51.6867.01,1.816316645,LUSC
TCGA.33.6737.01,3.663050499,LUSC
TCGA.66.2754.01,-0.353642452,LUSC
TCGA.18.3411.01,2.970716474,LUSC
TCGA.46.3769.01,3.660611696,LUSC
TCGA.18.5592.01,2.876093602,LUSC
TCGA.92.7341.01,2.195466683,LUSC
TCGA.85.8071.01,2.482180789,LUSC
TCGA.77.8148.01,1.607685207,LUSC
TCGA.60.2706.01,1.112705213,LUSC
TCGA.O2.A52W.01,2.791417494,LUSC
TCGA.34.7107.01,2.123527979,LUSC
TCGA.85.6798.01,1.118229422,LUSC
TCGA.66.2771.01,2.768558592,LUSC
TCGA.22.A5C4.01,1.778649906,LUSC
TCGA.22.1017.01,3.922845126,LUSC
TCGA.NK.A5CX.01,2.801641314,LUSC
TCGA.60.2710.01,2.062902506,LUSC
TCGA.77.A5GB.01,2.765233614,LUSC
TCGA.96.8170.01,2.97220606,LUSC
TCGA.66.2788.01,2.239490118,LUSC
TCGA.21.1071.01,2.251212151,LUSC
TCGA.56.8503.01,2.379695806,LUSC
TCGA.NC.A5HL.01,2.035625885,LUSC
TCGA.77.A5GA.01,3.018890165,LUSC
TCGA.22.1002.01,2.53752303,LUSC
TCGA.58.8393.01,2.820447985,LUSC
TCGA.LA.A446.01,2.245640217,LUSC
TCGA.66.2755.01,2.046642744,LUSC
TCGA.77.8009.01,1.9606759,LUSC
TCGA.21.1072.01,2.100163747,LUSC
TCGA.85.A510.01,0.361603429,LUSC
TCGA.22.4595.01,1.90159417,LUSC
TCGA.33.AAS8.01,2.230507895,LUSC
TCGA.43.8116.01,2.537221665,LUSC
TCGA.94.7033.01,3.724889232,LUSC
TCGA.85.7710.01,3.219705935,LUSC
TCGA.22.4594.01,2.182747653,LUSC
TCGA.18.3415.01,2.884391309,LUSC
TCGA.68.8251.01,1.651316248,LUSC
TCGA.56.7579.01,2.837129904,LUSC
TCGA.22.5485.01,1.775256729,LUSC
TCGA.90.7769.01,2.839832161,LUSC
TCGA.77.6845.01,2.137024832,LUSC
TCGA.63.A5ML.01,1.762467431,LUSC
TCGA.56.8309.01,1.866284273,LUSC
TCGA.LA.A7SW.01,2.189813941,LUSC
TCGA.21.5787.01,3.496920417,LUSC
TCGA.43.8118.01,2.298008578,LUSC
TCGA.85.8355.01,1.938257448,LUSC
TCGA.43.2576.01,2.964887901,LUSC
TCGA.60.2725.01,1.849624919,LUSC
TCGA.85.8350.01,1.717657618,LUSC
TCGA.98.A538.01,1.982269015,LUSC
TCGA.56.7582.01,2.360391023,LUSC
TCGA.43.3394.01,2.165790792,LUSC
TCGA.39.5031.01,1.51022565,LUSC
TCGA.98.8022.01,1.778151621,LUSC
TCGA.85.8353.01,1.971625873,LUSC
TCGA.56.8307.01,1.706358284,LUSC
TCGA.77.7138.01,3.527285539,LUSC
TCGA.46.6026.01,1.496238778,LUSC
TCGA.85.A4QQ.01,3.515701055,LUSC
TCGA.60.2703.01,2.240060585,LUSC
TCGA.77.8156.01,1.597174128,LUSC
TCGA.34.A5IX.01,3.178617704,LUSC
TCGA.56.8625.01,1.121341949,LUSC
TCGA.37.3789.01,3.821832105,LUSC
TCGA.33.A5GW.01,3.147606041,LUSC
TCGA.18.4083.01,1.11477804,LUSC
TCGA.22.5489.01,1.328979271,LUSC
TCGA.66.2773.01,3.248716158,LUSC
TCGA.98.A53A.01,1.138485472,LUSC
TCGA.77.8131.01,2.946734063,LUSC
TCGA.66.2737.01,2.032345351,LUSC
TCGA.56.7822.01,3.305398589,LUSC
TCGA.85.8351.01,2.486143594,LUSC
TCGA.43.2581.01,3.565848357,LUSC
TCGA.34.5928.01,1.791744191,LUSC
TCGA.77.7463.01,2.487705153,LUSC
TCGA.33.4587.01,0.284228999,LUSC
TCGA.22.4607.01,3.418724508,LUSC
TCGA.21.1076.01,2.687865749,LUSC
TCGA.66.2753.01,2.461993998,LUSC
TCGA.90.A59Q.01,3.153743323,LUSC
TCGA.94.A4VJ.01,3.053469338,LUSC
TCGA.85.A513.01,2.930301395,LUSC
TCGA.94.7943.01,2.195835362,LUSC
TCGA.79.5596.01,2.535015703,LUSC
TCGA.56.8304.01,2.736353376,LUSC
TCGA.22.4604.01,2.387455659,LUSC
TCGA.85.A512.01,2.352532063,LUSC
TCGA.60.2720.01,3.202461002,LUSC
TCGA.77.7338.01,2.15511075,LUSC
TCGA.77.8139.01,1.731608042,LUSC
TCGA.21.1077.01,2.968262224,LUSC
TCGA.39.5034.01,1.513909686,LUSC
TCGA.60.2715.01,1.959620761,LUSC
TCGA.56.8622.01,2.242650183,LUSC
TCGA.56.8308.01,1.72384633,LUSC
TCGA.63.A5MW.01,0.584904061,LUSC
TCGA.34.5231.01,1.698737848,LUSC
TCGA.98.A539.01,2.783779473,LUSC
TCGA.39.5027.01,1.655756014,LUSC
TCGA.56.6545.01,1.86814228,LUSC
TCGA.66.2794.01,2.142956849,LUSC
TCGA.77.8143.01,3.270266441,LUSC
TCGA.43.A56U.01,2.04127094,LUSC
TCGA.43.6771.01,3.778261247,LUSC
TCGA.33.4533.01,0.143645238,LUSC
TCGA.68.8250.01,2.09843629,LUSC
TCGA.58.A46J.01,2.538907629,LUSC
TCGA.51.4079.01,3.004420727,LUSC
TCGA.21.1081.01,2.157621359,LUSC
TCGA.85.8049.01,2.279809394,LUSC
TCGA.60.2719.01,1.942832727,LUSC
TCGA.33.AASB.01,3.884383645,LUSC
TCGA.63.A5MY.01,2.115019036,LUSC
TCGA.33.4547.01,2.705572608,LUSC
TCGA.77.8008.01,2.057027799,LUSC
TCGA.56.8083.01,0.130007348,LUSC
TCGA.85.8664.01,1.842507114,LUSC
TCGA.56.A4ZJ.01,2.220061041,LUSC
TCGA.43.A475.01,1.761224641,LUSC
TCGA.37.A5EM.01,2.551351271,LUSC
TCGA.37.A5EL.01,4.032285852,LUSC
TCGA.22.1005.01,2.87132315,LUSC
TCGA.90.A4ED.01,0.378975995,LUSC
TCGA.85.A4CL.01,2.630154681,LUSC
TCGA.77.A5G1.01,2.824426,LUSC
TCGA.34.5240.01,2.560963901,LUSC
TCGA.21.1075.01,2.215417972,LUSC
TCGA.18.4721.01,1.263181662,LUSC
TCGA.60.2722.01,2.08296232,LUSC
TCGA.85.8288.01,1.425527304,LUSC
TCGA.NC.A5HE.01,2.877668797,LUSC
TCGA.77.A5G6.01,1.372537342,LUSC
TCGA.77.8145.01,1.51536877,LUSC
TCGA.98.A53B.01,2.438240172,LUSC
TCGA.92.8063.01,2.693501686,LUSC
TCGA.34.5234.01,2.982177817,LUSC
TCGA.39.5036.01,3.178853132,LUSC
TCGA.63.A5MG.01,2.528968766,LUSC
TCGA.39.5029.01,2.756114974,LUSC
TCGA.34.5232.01,2.527390834,LUSC
TCGA.58.8387.01,2.221342742,LUSC
TCGA.66.2781.01,2.980359349,LUSC
TCGA.94.8490.01,2.37018414,LUSC
TCGA.22.5472.01,2.825013354,LUSC
TCGA.56.A4BX.01,2.246036786,LUSC
TCGA.56.A49D.01,2.582043625,LUSC
TCGA.85.A4PA.01,1.39185569,LUSC
TCGA.66.2790.01,1.479071706,LUSC
TCGA.NK.A5D1.01,0.466139983,LUSC
TCGA.NC.A5HN.01,3.056239903,LUSC
TCGA.43.7656.01,1.446605934,LUSC
TCGA.33.4586.01,2.272635813,LUSC
TCGA.NK.A7XE.01,4.389830598,LUSC
TCGA.33.4566.01,4.827651069,LUSC
TCGA.18.3410.01,1.90959806,LUSC
TCGA.90.7766.01,2.790993843,LUSC
TCGA.NC.A5HM.01,2.730012741,LUSC
TCGA.21.5782.01,1.077156354,LUSC
TCGA.33.4538.01,2.344906099,LUSC
TCGA.98.A53C.01,1.64751341,LUSC
TCGA.L3.A524.01,1.259861732,LUSC
TCGA.96.A4JL.01,1.904581458,LUSC
TCGA.96.8169.01,2.268687373,LUSC
TCGA.77.8133.01,1.703322792,LUSC
TCGA.43.5670.01,3.030213626,LUSC
TCGA.98.7454.01,2.292015047,LUSC
TCGA.56.8504.01,3.088392627,LUSC
TCGA.43.7658.01,0.328606544,LUSC
TCGA.43.6647.01,2.450211734,LUSC
TCGA.56.7221.01,2.555578842,LUSC
TCGA.22.5481.01,0.615885278,LUSC
TCGA.85.A4JB.01,1.655718751,LUSC
TCGA.56.1622.01,2.638389927,LUSC
TCGA.J1.A4AH.01,1.377448324,LUSC
TCGA.43.A474.01,3.403535649,LUSC
TCGA.66.2786.01,3.25410424,LUSC
TCGA.60.2707.01,3.523826817,LUSC
TCGA.22.5471.01,3.149408289,LUSC
TCGA.85.8479.01,2.894372443,LUSC
TCGA.85.A50M.01,3.206861301,LUSC
TCGA.85.7844.01,1.912403244,LUSC
TCGA.92.8064.01,2.229390241,LUSC
TCGA.77.8136.01,2.156752362,LUSC
TCGA.56.A4BY.01,1.356504574,LUSC
TCGA.85.6175.01,2.116958685,LUSC
TCGA.56.8201.01,3.020888269,LUSC
TCGA.60.2708.01,1.930027523,LUSC
TCGA.63.A5MV.01,0.925743001,LUSC
TCGA.34.8456.01,1.678275711,LUSC
TCGA.77.8150.01,1.701754534,LUSC
TCGA.90.7767.01,0.504737334,LUSC
TCGA.52.7812.01,3.479349541,LUSC
TCGA.85.A5B5.01,1.600848716,LUSC
TCGA.37.3783.01,3.404490423,LUSC
TCGA.22.0940.01,3.039859078,LUSC
TCGA.77.A5G3.01,1.81890456,LUSC
TCGA.60.2704.01,1.801543532,LUSC
TCGA.22.4605.01,2.375727338,LUSC
TCGA.63.A5MM.01,4.41468225,LUSC
TCGA.21.1079.01,2.701971432,LUSC
TCGA.39.5037.01,2.817295365,LUSC
TCGA.77.8146.01,2.964982248,LUSC
TCGA.60.2712.01,2.163386578,LUSC
TCGA.63.5131.01,2.238577495,LUSC
TCGA.85.8582.01,1.892018348,LUSC
TCGA.21.1080.01,3.045699351,LUSC
TCGA.66.2756.01,1.565189847,LUSC
TCGA.66.2785.01,2.987014531,LUSC
TCGA.98.A53I.01,1.934111553,LUSC
TCGA.52.7810.01,3.171351256,LUSC
TCGA.33.A4WN.01,2.057694219,LUSC
TCGA.58.A46L.01,2.109002314,LUSC
TCGA.22.5492.01,1.775069592,LUSC
TCGA.85.A53L.01,2.101589814,LUSC
TCGA.18.5595.01,3.390473589,LUSC
TCGA.39.5035.01,1.974923932,LUSC
TCGA.56.7580.01,1.862679487,LUSC
TCGA.85.A4JC.01,2.98351002,LUSC
TCGA.22.1012.01,2.91320598,LUSC
TCGA.63.A5MP.01,2.127103274,LUSC
TCGA.22.4599.01,1.874632108,LUSC
TCGA.98.A53D.01,2.130473023,LUSC
TCGA.85.6560.01,0.637858161,LUSC
TCGA.70.6722.01,3.115011291,LUSC
TCGA.52.7622.01,2.180713821,LUSC
TCGA.33.AASI.01,4.049828349,LUSC
TCGA.37.4135.01,1.960005754,LUSC
TCGA.68.7755.01,2.358934997,LUSC
TCGA.66.2757.01,1.195021341,LUSC
TCGA.63.7023.01,2.660164738,LUSC
TCGA.85.A4QR.01,1.93594124,LUSC
TCGA.63.A5M9.01,1.549239376,LUSC
TCGA.77.7465.01,1.825511192,LUSC
TCGA.21.1082.01,2.106762415,LUSC
TCGA.NC.A5HF.01,3.131109327,LUSC
